date,component,demand_units,day_of_week,month,is_weekend,is_holiday_season
2021-01-17,Cryoprecipitate,9,6,1,1,0
2021-01-17,Fresh Frozen Plasma,21,6,1,1,0
2021-01-17,Packed RBC,46,6,1,1,0
2021-01-17,Platelets,60,6,1,1,0
2021-01-18,Cryoprecipitate,13,0,1,0,0
2021-01-18,Fresh Frozen Plasma,23,0,1,0,0
2021-01-18,Packed RBC,84,0,1,0,0
2021-01-18,Platelets,30,0,1,0,0
2021-01-19,Cryoprecipitate,15,1,1,0,0
2021-01-19,Fresh Frozen Plasma,26,1,1,0,0
2021-01-19,Packed RBC,92,1,1,0,0
2021-01-19,Platelets,38,1,1,0,0
2021-01-20,Cryoprecipitate,14,2,1,0,0
2021-01-20,Fresh Frozen Plasma,31,2,1,0,0
2021-01-20,Packed RBC,84,2,1,0,0
2021-01-20,Platelets,35,2,1,0,0
2021-01-21,Cryoprecipitate,13,3,1,0,0
2021-01-21,Fresh Frozen Plasma,24,3,1,0,0
2021-01-21,Packed RBC,87,3,1,0,0
2021-01-21,Platelets,38,3,1,0,0
2021-01-22,Cryoprecipitate,15,4,1,0,0
2021-01-22,Fresh Frozen Plasma,28,4,1,0,0
2021-01-22,Packed RBC,78,4,1,0,0
2021-01-22,Platelets,40,4,1,0,0
2021-01-23,Cryoprecipitate,12,5,1,1,0
2021-01-23,Fresh Frozen Plasma,38,5,1,1,0
2021-01-23,Packed RBC,72,5,1,1,0
2021-01-23,Platelets,30,5,1,1,0
2021-01-24,Cryoprecipitate,12,6,1,1,0
2021-01-24,Fresh Frozen Plasma,18,6,1,1,0
2021-01-24,Packed RBC,59,6,1,1,0
2021-01-24,Platelets,31,6,1,1,0
2021-01-25,Cryoprecipitate,13,0,1,0,0
2021-01-25,Fresh Frozen Plasma,38,0,1,0,0
2021-01-25,Packed RBC,80,0,1,0,0
2021-01-25,Platelets,26,0,1,0,0
2021-01-26,Cryoprecipitate,14,1,1,0,0
2021-01-26,Fresh Frozen Plasma,26,1,1,0,0
2021-01-26,Packed RBC,105,1,1,0,0
2021-01-26,Platelets,41,1,1,0,0
2021-01-27,Cryoprecipitate,13,2,1,0,0
2021-01-27,Fresh Frozen Plasma,23,2,1,0,0
2021-01-27,Packed RBC,92,2,1,0,0
2021-01-27,Platelets,33,2,1,0,0
2021-01-28,Cryoprecipitate,16,3,1,0,0
2021-01-28,Fresh Frozen Plasma,31,3,1,0,0
2021-01-28,Packed RBC,106,3,1,0,0
2021-01-28,Platelets,32,3,1,0,0
2021-01-29,Cryoprecipitate,10,4,1,0,0
2021-01-29,Fresh Frozen Plasma,31,4,1,0,0
2021-01-29,Packed RBC,92,4,1,0,0
2021-01-29,Platelets,37,4,1,0,0
2021-01-30,Cryoprecipitate,11,5,1,1,0
2021-01-30,Fresh Frozen Plasma,23,5,1,1,0
2021-01-30,Packed RBC,41,5,1,1,0
2021-01-30,Platelets,26,5,1,1,0
2021-01-31,Cryoprecipitate,9,6,1,1,0
2021-01-31,Fresh Frozen Plasma,22,6,1,1,0
2021-01-31,Packed RBC,66,6,1,1,0
2021-01-31,Platelets,25,6,1,1,0
2021-02-01,Cryoprecipitate,14,0,2,0,0
2021-02-01,Fresh Frozen Plasma,32,0,2,0,0
2021-02-01,Packed RBC,89,0,2,0,0
2021-02-01,Platelets,33,0,2,0,0
2021-02-02,Cryoprecipitate,12,1,2,0,0
2021-02-02,Fresh Frozen Plasma,29,1,2,0,0
2021-02-02,Packed RBC,94,1,2,0,0
2021-02-02,Platelets,29,1,2,0,0
2021-02-03,Cryoprecipitate,13,2,2,0,0
2021-02-03,Fresh Frozen Plasma,26,2,2,0,0
2021-02-03,Packed RBC,120,2,2,0,0
2021-02-03,Platelets,31,2,2,0,0
2021-02-04,Cryoprecipitate,14,3,2,0,0
2021-02-04,Fresh Frozen Plasma,21,3,2,0,0
2021-02-04,Packed RBC,79,3,2,0,0
2021-02-04,Platelets,60,3,2,0,0
2021-02-05,Cryoprecipitate,17,4,2,0,0
2021-02-05,Fresh Frozen Plasma,24,4,2,0,0
2021-02-05,Packed RBC,91,4,2,0,0
2021-02-05,Platelets,41,4,2,0,0
2021-02-06,Cryoprecipitate,10,5,2,1,0
2021-02-06,Fresh Frozen Plasma,27,5,2,1,0
2021-02-06,Packed RBC,61,5,2,1,0
2021-02-06,Platelets,25,5,2,1,0
2021-02-07,Cryoprecipitate,12,6,2,1,0
2021-02-07,Fresh Frozen Plasma,24,6,2,1,0
2021-02-07,Packed RBC,50,6,2,1,0
2021-02-07,Platelets,18,6,2,1,0
2021-02-08,Cryoprecipitate,16,0,2,0,0
2021-02-08,Fresh Frozen Plasma,30,0,2,0,0
2021-02-08,Packed RBC,80,0,2,0,0
2021-02-08,Platelets,37,0,2,0,0
2021-02-09,Cryoprecipitate,10,1,2,0,0
2021-02-09,Fresh Frozen Plasma,23,1,2,0,0
2021-02-09,Packed RBC,97,1,2,0,0
2021-02-09,Platelets,39,1,2,0,0
2021-02-10,Cryoprecipitate,14,2,2,0,0
2021-02-10,Fresh Frozen Plasma,30,2,2,0,0
2021-02-10,Packed RBC,91,2,2,0,0
2021-02-10,Platelets,28,2,2,0,0
2021-02-11,Cryoprecipitate,13,3,2,0,0
2021-02-11,Fresh Frozen Plasma,31,3,2,0,0
2021-02-11,Packed RBC,118,3,2,0,0
2021-02-11,Platelets,32,3,2,0,0
2021-02-12,Cryoprecipitate,13,4,2,0,0
2021-02-12,Fresh Frozen Plasma,24,4,2,0,0
2021-02-12,Packed RBC,106,4,2,0,0
2021-02-12,Platelets,36,4,2,0,0
2021-02-13,Cryoprecipitate,15,5,2,1,0
2021-02-13,Fresh Frozen Plasma,56,5,2,1,0
2021-02-13,Packed RBC,61,5,2,1,0
2021-02-13,Platelets,23,5,2,1,0
2021-02-14,Cryoprecipitate,9,6,2,1,0
2021-02-14,Fresh Frozen Plasma,17,6,2,1,0
2021-02-14,Packed RBC,70,6,2,1,0
2021-02-14,Platelets,26,6,2,1,0
2021-02-15,Cryoprecipitate,10,0,2,0,0
2021-02-15,Fresh Frozen Plasma,26,0,2,0,0
2021-02-15,Packed RBC,73,0,2,0,0
2021-02-15,Platelets,34,0,2,0,0
2021-02-16,Cryoprecipitate,13,1,2,0,0
2021-02-16,Fresh Frozen Plasma,31,1,2,0,0
2021-02-16,Packed RBC,87,1,2,0,0
2021-02-16,Platelets,35,1,2,0,0
2021-02-17,Cryoprecipitate,14,2,2,0,0
2021-02-17,Fresh Frozen Plasma,26,2,2,0,0
2021-02-17,Packed RBC,103,2,2,0,0
2021-02-17,Platelets,31,2,2,0,0
2021-02-18,Cryoprecipitate,14,3,2,0,0
2021-02-18,Fresh Frozen Plasma,39,3,2,0,0
2021-02-18,Packed RBC,86,3,2,0,0
2021-02-18,Platelets,36,3,2,0,0
2021-02-19,Cryoprecipitate,12,4,2,0,0
2021-02-19,Fresh Frozen Plasma,34,4,2,0,0
2021-02-19,Packed RBC,96,4,2,0,0
2021-02-19,Platelets,31,4,2,0,0
2021-02-20,Cryoprecipitate,10,5,2,1,0
2021-02-20,Fresh Frozen Plasma,20,5,2,1,0
2021-02-20,Packed RBC,72,5,2,1,0
2021-02-20,Platelets,22,5,2,1,0
2021-02-21,Cryoprecipitate,10,6,2,1,0
2021-02-21,Fresh Frozen Plasma,18,6,2,1,0
2021-02-21,Packed RBC,76,6,2,1,0
2021-02-21,Platelets,31,6,2,1,0
2021-02-22,Cryoprecipitate,13,0,2,0,0
2021-02-22,Fresh Frozen Plasma,27,0,2,0,0
2021-02-22,Packed RBC,92,0,2,0,0
2021-02-22,Platelets,40,0,2,0,0
2021-02-23,Cryoprecipitate,11,1,2,0,0
2021-02-23,Fresh Frozen Plasma,32,1,2,0,0
2021-02-23,Packed RBC,73,1,2,0,0
2021-02-23,Platelets,23,1,2,0,0
2021-02-24,Cryoprecipitate,9,2,2,0,0
2021-02-24,Fresh Frozen Plasma,28,2,2,0,0
2021-02-24,Packed RBC,87,2,2,0,0
2021-02-24,Platelets,31,2,2,0,0
2021-02-25,Cryoprecipitate,11,3,2,0,0
2021-02-25,Fresh Frozen Plasma,26,3,2,0,0
2021-02-25,Packed RBC,82,3,2,0,0
2021-02-25,Platelets,36,3,2,0,0
2021-02-26,Cryoprecipitate,10,4,2,0,0
2021-02-26,Fresh Frozen Plasma,33,4,2,0,0
2021-02-26,Packed RBC,99,4,2,0,0
2021-02-26,Platelets,28,4,2,0,0
2021-02-27,Cryoprecipitate,8,5,2,1,0
2021-02-27,Fresh Frozen Plasma,21,5,2,1,0
2021-02-27,Packed RBC,69,5,2,1,0
2021-02-27,Platelets,18,5,2,1,0
2021-02-28,Cryoprecipitate,12,6,2,1,0
2021-02-28,Fresh Frozen Plasma,21,6,2,1,0
2021-02-28,Packed RBC,69,6,2,1,0
2021-02-28,Platelets,25,6,2,1,0
2021-03-01,Cryoprecipitate,13,0,3,0,0
2021-03-01,Fresh Frozen Plasma,22,0,3,0,0
2021-03-01,Packed RBC,80,0,3,0,0
2021-03-01,Platelets,33,0,3,0,0
2021-03-02,Cryoprecipitate,11,1,3,0,0
2021-03-02,Fresh Frozen Plasma,26,1,3,0,0
2021-03-02,Packed RBC,65,1,3,0,0
2021-03-02,Platelets,20,1,3,0,0
2021-03-03,Cryoprecipitate,13,2,3,0,0
2021-03-03,Fresh Frozen Plasma,27,2,3,0,0
2021-03-03,Packed RBC,60,2,3,0,0
2021-03-03,Platelets,29,2,3,0,0
2021-03-04,Cryoprecipitate,13,3,3,0,0
2021-03-04,Fresh Frozen Plasma,24,3,3,0,0
2021-03-04,Packed RBC,88,3,3,0,0
2021-03-04,Platelets,29,3,3,0,0
2021-03-05,Cryoprecipitate,14,4,3,0,0
2021-03-05,Fresh Frozen Plasma,27,4,3,0,0
2021-03-05,Packed RBC,113,4,3,0,0
2021-03-05,Platelets,32,4,3,0,0
2021-03-06,Cryoprecipitate,19,5,3,1,0
2021-03-06,Fresh Frozen Plasma,18,5,3,1,0
2021-03-06,Packed RBC,65,5,3,1,0
2021-03-06,Platelets,19,5,3,1,0
2021-03-07,Cryoprecipitate,12,6,3,1,0
2021-03-07,Fresh Frozen Plasma,13,6,3,1,0
2021-03-07,Packed RBC,57,6,3,1,0
2021-03-07,Platelets,15,6,3,1,0
2021-03-08,Cryoprecipitate,13,0,3,0,0
2021-03-08,Fresh Frozen Plasma,24,0,3,0,0
2021-03-08,Packed RBC,91,0,3,0,0
2021-03-08,Platelets,35,0,3,0,0
2021-03-09,Cryoprecipitate,16,1,3,0,0
2021-03-09,Fresh Frozen Plasma,26,1,3,0,0
2021-03-09,Packed RBC,61,1,3,0,0
2021-03-09,Platelets,21,1,3,0,0
2021-03-10,Cryoprecipitate,17,2,3,0,0
2021-03-10,Fresh Frozen Plasma,30,2,3,0,0
2021-03-10,Packed RBC,101,2,3,0,0
2021-03-10,Platelets,24,2,3,0,0
2021-03-11,Cryoprecipitate,11,3,3,0,0
2021-03-11,Fresh Frozen Plasma,26,3,3,0,0
2021-03-11,Packed RBC,71,3,3,0,0
2021-03-11,Platelets,28,3,3,0,0
2021-03-12,Cryoprecipitate,11,4,3,0,0
2021-03-12,Fresh Frozen Plasma,23,4,3,0,0
2021-03-12,Packed RBC,54,4,3,0,0
2021-03-12,Platelets,29,4,3,0,0
2021-03-13,Cryoprecipitate,9,5,3,1,0
2021-03-13,Fresh Frozen Plasma,19,5,3,1,0
2021-03-13,Packed RBC,65,5,3,1,0
2021-03-13,Platelets,21,5,3,1,0
2021-03-14,Cryoprecipitate,13,6,3,1,0
2021-03-14,Fresh Frozen Plasma,19,6,3,1,0
2021-03-14,Packed RBC,53,6,3,1,0
2021-03-14,Platelets,22,6,3,1,0
2021-03-15,Cryoprecipitate,12,0,3,0,0
2021-03-15,Fresh Frozen Plasma,27,0,3,0,0
2021-03-15,Packed RBC,78,0,3,0,0
2021-03-15,Platelets,32,0,3,0,0
2021-03-16,Cryoprecipitate,9,1,3,0,0
2021-03-16,Fresh Frozen Plasma,34,1,3,0,0
2021-03-16,Packed RBC,66,1,3,0,0
2021-03-16,Platelets,24,1,3,0,0
2021-03-17,Cryoprecipitate,11,2,3,0,0
2021-03-17,Fresh Frozen Plasma,24,2,3,0,0
2021-03-17,Packed RBC,86,2,3,0,0
2021-03-17,Platelets,36,2,3,0,0
2021-03-18,Cryoprecipitate,12,3,3,0,0
2021-03-18,Fresh Frozen Plasma,20,3,3,0,0
2021-03-18,Packed RBC,64,3,3,0,0
2021-03-18,Platelets,33,3,3,0,0
2021-03-19,Cryoprecipitate,15,4,3,0,0
2021-03-19,Fresh Frozen Plasma,30,4,3,0,0
2021-03-19,Packed RBC,76,4,3,0,0
2021-03-19,Platelets,28,4,3,0,0
2021-03-20,Cryoprecipitate,8,5,3,1,0
2021-03-20,Fresh Frozen Plasma,16,5,3,1,0
2021-03-20,Packed RBC,59,5,3,1,0
2021-03-20,Platelets,23,5,3,1,0
2021-03-21,Cryoprecipitate,9,6,3,1,0
2021-03-21,Fresh Frozen Plasma,17,6,3,1,0
2021-03-21,Packed RBC,54,6,3,1,0
2021-03-21,Platelets,23,6,3,1,0
2021-03-22,Cryoprecipitate,12,0,3,0,0
2021-03-22,Fresh Frozen Plasma,33,0,3,0,0
2021-03-22,Packed RBC,96,0,3,0,0
2021-03-22,Platelets,27,0,3,0,0
2021-03-23,Cryoprecipitate,14,1,3,0,0
2021-03-23,Fresh Frozen Plasma,31,1,3,0,0
2021-03-23,Packed RBC,88,1,3,0,0
2021-03-23,Platelets,37,1,3,0,0
2021-03-24,Cryoprecipitate,13,2,3,0,0
2021-03-24,Fresh Frozen Plasma,27,2,3,0,0
2021-03-24,Packed RBC,80,2,3,0,0
2021-03-24,Platelets,34,2,3,0,0
2021-03-25,Cryoprecipitate,13,3,3,0,0
2021-03-25,Fresh Frozen Plasma,35,3,3,0,0
2021-03-25,Packed RBC,94,3,3,0,0
2021-03-25,Platelets,30,3,3,0,0
2021-03-26,Cryoprecipitate,11,4,3,0,0
2021-03-26,Fresh Frozen Plasma,31,4,3,0,0
2021-03-26,Packed RBC,85,4,3,0,0
2021-03-26,Platelets,33,4,3,0,0
2021-03-27,Cryoprecipitate,10,5,3,1,0
2021-03-27,Fresh Frozen Plasma,21,5,3,1,0
2021-03-27,Packed RBC,44,5,3,1,0
2021-03-27,Platelets,23,5,3,1,0
2021-03-28,Cryoprecipitate,11,6,3,1,0
2021-03-28,Fresh Frozen Plasma,18,6,3,1,0
2021-03-28,Packed RBC,66,6,3,1,0
2021-03-28,Platelets,16,6,3,1,0
2021-03-29,Cryoprecipitate,15,0,3,0,0
2021-03-29,Fresh Frozen Plasma,26,0,3,0,0
2021-03-29,Packed RBC,77,0,3,0,0
2021-03-29,Platelets,34,0,3,0,0
2021-03-30,Cryoprecipitate,10,1,3,0,0
2021-03-30,Fresh Frozen Plasma,23,1,3,0,0
2021-03-30,Packed RBC,71,1,3,0,0
2021-03-30,Platelets,28,1,3,0,0
2021-03-31,Cryoprecipitate,15,2,3,0,0
2021-03-31,Fresh Frozen Plasma,21,2,3,0,0
2021-03-31,Packed RBC,75,2,3,0,0
2021-03-31,Platelets,23,2,3,0,0
2021-04-01,Cryoprecipitate,9,3,4,0,0
2021-04-01,Fresh Frozen Plasma,27,3,4,0,0
2021-04-01,Packed RBC,76,3,4,0,0
2021-04-01,Platelets,36,3,4,0,0
2021-04-02,Cryoprecipitate,13,4,4,0,0
2021-04-02,Fresh Frozen Plasma,29,4,4,0,0
2021-04-02,Packed RBC,101,4,4,0,0
2021-04-02,Platelets,31,4,4,0,0
2021-04-03,Cryoprecipitate,9,5,4,1,0
2021-04-03,Fresh Frozen Plasma,20,5,4,1,0
2021-04-03,Packed RBC,65,5,4,1,0
2021-04-03,Platelets,21,5,4,1,0
2021-04-04,Cryoprecipitate,8,6,4,1,0
2021-04-04,Fresh Frozen Plasma,21,6,4,1,0
2021-04-04,Packed RBC,56,6,4,1,0
2021-04-04,Platelets,22,6,4,1,0
2021-04-05,Cryoprecipitate,11,0,4,0,0
2021-04-05,Fresh Frozen Plasma,26,0,4,0,0
2021-04-05,Packed RBC,54,0,4,0,0
2021-04-05,Platelets,22,0,4,0,0
2021-04-06,Cryoprecipitate,10,1,4,0,0
2021-04-06,Fresh Frozen Plasma,19,1,4,0,0
2021-04-06,Packed RBC,95,1,4,0,0
2021-04-06,Platelets,27,1,4,0,0
2021-04-07,Cryoprecipitate,12,2,4,0,0
2021-04-07,Fresh Frozen Plasma,29,2,4,0,0
2021-04-07,Packed RBC,67,2,4,0,0
2021-04-07,Platelets,28,2,4,0,0
2021-04-08,Cryoprecipitate,9,3,4,0,0
2021-04-08,Fresh Frozen Plasma,21,3,4,0,0
2021-04-08,Packed RBC,74,3,4,0,0
2021-04-08,Platelets,28,3,4,0,0
2021-04-09,Cryoprecipitate,10,4,4,0,0
2021-04-09,Fresh Frozen Plasma,25,4,4,0,0
2021-04-09,Packed RBC,83,4,4,0,0
2021-04-09,Platelets,36,4,4,0,0
2021-04-10,Cryoprecipitate,9,5,4,1,0
2021-04-10,Fresh Frozen Plasma,17,5,4,1,0
2021-04-10,Packed RBC,53,5,4,1,0
2021-04-10,Platelets,22,5,4,1,0
2021-04-11,Cryoprecipitate,9,6,4,1,0
2021-04-11,Fresh Frozen Plasma,16,6,4,1,0
2021-04-11,Packed RBC,63,6,4,1,0
2021-04-11,Platelets,21,6,4,1,0
2021-04-12,Cryoprecipitate,11,0,4,0,0
2021-04-12,Fresh Frozen Plasma,23,0,4,0,0
2021-04-12,Packed RBC,54,0,4,0,0
2021-04-12,Platelets,34,0,4,0,0
2021-04-13,Cryoprecipitate,12,1,4,0,0
2021-04-13,Fresh Frozen Plasma,20,1,4,0,0
2021-04-13,Packed RBC,69,1,4,0,0
2021-04-13,Platelets,30,1,4,0,0
2021-04-14,Cryoprecipitate,10,2,4,0,0
2021-04-14,Fresh Frozen Plasma,24,2,4,0,0
2021-04-14,Packed RBC,80,2,4,0,0
2021-04-14,Platelets,28,2,4,0,0
2021-04-15,Cryoprecipitate,16,3,4,0,0
2021-04-15,Fresh Frozen Plasma,21,3,4,0,0
2021-04-15,Packed RBC,84,3,4,0,0
2021-04-15,Platelets,27,3,4,0,0
2021-04-16,Cryoprecipitate,11,4,4,0,0
2021-04-16,Fresh Frozen Plasma,19,4,4,0,0
2021-04-16,Packed RBC,82,4,4,0,0
2021-04-16,Platelets,17,4,4,0,0
2021-04-17,Cryoprecipitate,11,5,4,1,0
2021-04-17,Fresh Frozen Plasma,14,5,4,1,0
2021-04-17,Packed RBC,53,5,4,1,0
2021-04-17,Platelets,21,5,4,1,0
2021-04-18,Cryoprecipitate,13,6,4,1,0
2021-04-18,Fresh Frozen Plasma,18,6,4,1,0
2021-04-18,Packed RBC,62,6,4,1,0
2021-04-18,Platelets,26,6,4,1,0
2021-04-19,Cryoprecipitate,14,0,4,0,0
2021-04-19,Fresh Frozen Plasma,28,0,4,0,0
2021-04-19,Packed RBC,51,0,4,0,0
2021-04-19,Platelets,30,0,4,0,0
2021-04-20,Cryoprecipitate,18,1,4,0,0
2021-04-20,Fresh Frozen Plasma,24,1,4,0,0
2021-04-20,Packed RBC,70,1,4,0,0
2021-04-20,Platelets,33,1,4,0,0
2021-04-21,Cryoprecipitate,12,2,4,0,0
2021-04-21,Fresh Frozen Plasma,26,2,4,0,0
2021-04-21,Packed RBC,89,2,4,0,0
2021-04-21,Platelets,23,2,4,0,0
2021-04-22,Cryoprecipitate,14,3,4,0,0
2021-04-22,Fresh Frozen Plasma,29,3,4,0,0
2021-04-22,Packed RBC,66,3,4,0,0
2021-04-22,Platelets,23,3,4,0,0
2021-04-23,Cryoprecipitate,14,4,4,0,0
2021-04-23,Fresh Frozen Plasma,30,4,4,0,0
2021-04-23,Packed RBC,61,4,4,0,0
2021-04-23,Platelets,24,4,4,0,0
2021-04-24,Cryoprecipitate,12,5,4,1,0
2021-04-24,Fresh Frozen Plasma,19,5,4,1,0
2021-04-24,Packed RBC,52,5,4,1,0
2021-04-24,Platelets,27,5,4,1,0
2021-04-25,Cryoprecipitate,8,6,4,1,0
2021-04-25,Fresh Frozen Plasma,14,6,4,1,0
2021-04-25,Packed RBC,57,6,4,1,0
2021-04-25,Platelets,18,6,4,1,0
2021-04-26,Cryoprecipitate,13,0,4,0,0
2021-04-26,Fresh Frozen Plasma,26,0,4,0,0
2021-04-26,Packed RBC,95,0,4,0,0
2021-04-26,Platelets,34,0,4,0,0
2021-04-27,Cryoprecipitate,13,1,4,0,0
2021-04-27,Fresh Frozen Plasma,23,1,4,0,0
2021-04-27,Packed RBC,96,1,4,0,0
2021-04-27,Platelets,28,1,4,0,0
2021-04-28,Cryoprecipitate,12,2,4,0,0
2021-04-28,Fresh Frozen Plasma,23,2,4,0,0
2021-04-28,Packed RBC,97,2,4,0,0
2021-04-28,Platelets,30,2,4,0,0
2021-04-29,Cryoprecipitate,10,3,4,0,0
2021-04-29,Fresh Frozen Plasma,21,3,4,0,0
2021-04-29,Packed RBC,56,3,4,0,0
2021-04-29,Platelets,35,3,4,0,0
2021-04-30,Cryoprecipitate,13,4,4,0,0
2021-04-30,Fresh Frozen Plasma,21,4,4,0,0
2021-04-30,Packed RBC,91,4,4,0,0
2021-04-30,Platelets,28,4,4,0,0
2021-05-01,Cryoprecipitate,12,5,5,1,0
2021-05-01,Fresh Frozen Plasma,17,5,5,1,0
2021-05-01,Packed RBC,175,5,5,1,0
2021-05-01,Platelets,20,5,5,1,0
2021-05-02,Cryoprecipitate,9,6,5,1,0
2021-05-02,Fresh Frozen Plasma,13,6,5,1,0
2021-05-02,Packed RBC,51,6,5,1,0
2021-05-02,Platelets,19,6,5,1,0
2021-05-03,Cryoprecipitate,12,0,5,0,0
2021-05-03,Fresh Frozen Plasma,27,0,5,0,0
2021-05-03,Packed RBC,54,0,5,0,0
2021-05-03,Platelets,27,0,5,0,0
2021-05-04,Cryoprecipitate,13,1,5,0,0
2021-05-04,Fresh Frozen Plasma,28,1,5,0,0
2021-05-04,Packed RBC,93,1,5,0,0
2021-05-04,Platelets,28,1,5,0,0
2021-05-05,Cryoprecipitate,11,2,5,0,0
2021-05-05,Fresh Frozen Plasma,19,2,5,0,0
2021-05-05,Packed RBC,63,2,5,0,0
2021-05-05,Platelets,32,2,5,0,0
2021-05-06,Cryoprecipitate,13,3,5,0,0
2021-05-06,Fresh Frozen Plasma,23,3,5,0,0
2021-05-06,Packed RBC,74,3,5,0,0
2021-05-06,Platelets,34,3,5,0,0
2021-05-07,Cryoprecipitate,12,4,5,0,0
2021-05-07,Fresh Frozen Plasma,22,4,5,0,0
2021-05-07,Packed RBC,102,4,5,0,0
2021-05-07,Platelets,34,4,5,0,0
2021-05-08,Cryoprecipitate,11,5,5,1,0
2021-05-08,Fresh Frozen Plasma,20,5,5,1,0
2021-05-08,Packed RBC,63,5,5,1,0
2021-05-08,Platelets,19,5,5,1,0
2021-05-09,Cryoprecipitate,9,6,5,1,0
2021-05-09,Fresh Frozen Plasma,19,6,5,1,0
2021-05-09,Packed RBC,73,6,5,1,0
2021-05-09,Platelets,26,6,5,1,0
2021-05-10,Cryoprecipitate,9,0,5,0,0
2021-05-10,Fresh Frozen Plasma,20,0,5,0,0
2021-05-10,Packed RBC,73,0,5,0,0
2021-05-10,Platelets,21,0,5,0,0
2021-05-11,Cryoprecipitate,14,1,5,0,0
2021-05-11,Fresh Frozen Plasma,18,1,5,0,0
2021-05-11,Packed RBC,71,1,5,0,0
2021-05-11,Platelets,27,1,5,0,0
2021-05-12,Cryoprecipitate,8,2,5,0,0
2021-05-12,Fresh Frozen Plasma,24,2,5,0,0
2021-05-12,Packed RBC,71,2,5,0,0
2021-05-12,Platelets,34,2,5,0,0
2021-05-13,Cryoprecipitate,15,3,5,0,0
2021-05-13,Fresh Frozen Plasma,29,3,5,0,0
2021-05-13,Packed RBC,86,3,5,0,0
2021-05-13,Platelets,24,3,5,0,0
2021-05-14,Cryoprecipitate,13,4,5,0,0
2021-05-14,Fresh Frozen Plasma,28,4,5,0,0
2021-05-14,Packed RBC,89,4,5,0,0
2021-05-14,Platelets,29,4,5,0,0
2021-05-15,Cryoprecipitate,9,5,5,1,0
2021-05-15,Fresh Frozen Plasma,23,5,5,1,0
2021-05-15,Packed RBC,64,5,5,1,0
2021-05-15,Platelets,17,5,5,1,0
2021-05-16,Cryoprecipitate,8,6,5,1,0
